<id>	<title>
1063397	Barbara King (Earth-616)
1063404	Karen King (Earth-616)
1063409	NA
1063414	Wolfgang von Strucker
1063415	Plan Chu
1063471	Aegeus (Earth-616)
1063474	Aethra (Earth-616)
1063567	Tong-Zing (Earth-534834)
1063573	Teng-Zing (Earth-534834)
1063579	Scimitar (Earth-534834)
1063587	Mer-Ath (Earth-616)
1063594	Hor-Neb (Earth-616)
1063600	King Coldassian (Earth-616)
1063608	Om-Ra (Earth-616)
1063615	Eallal (Earth-616)
1063622	Garrick King (Earth-616)
1063632	King of the Westerlands (Earth-616)
1063652	Hamand (Earth-616)
1063665	Captain Universe (Phalanx) (Earth-616)
1063672	King Amir (Earth-616)
1063815	Doombot (Doom-Head) (Earth-616)
1063822	King Coma (Earth-616)
1063858	Fire King (Earth-TRN563)
1063864	Sonya Focarile (Earth-616)
1063884	King Josef (Earth-TRN622)
1063889	Nadia (Earth-TRN622)
1063895	Robert Bruce (Earth-TRN622)
1063930	Ash King (Earth-616)
1063941	Hassab (Earth-616)
1064009	Anya Corazon (Earth-TRN562)
1064018	Silver Sablinova (Earth-TRN562)
1064102	Maddoc I (Earth-616)
1064108	Renrutanit (Earth-616)
1064113	Dakin (Earth-616)
1064124	Rosina (Earth-616)
1064130	Sabbatha (Earth-616)
1064137	Neftha (Earth-616)
1064144	Kha Semblor (Earth-616)
1064151	Nitocris (Earth-616)
1064156	Stornella (Earth-616)
1064161	Valxavier (Earth-616)
1064166	Soto (Earth-616)
1064171	Randor (Earth-616)
1064176	Syreeta (Earth-616)
1064181	Zhadt (Earth-616)
1064187	Maddoc II (Earth-616)
1064192	Swan (Earth-616)
1064197	Ybn (Earth-616)
1064267	Tak-Wah Wong (Earth-616)
1064289	Linda Higgins (Earth-616)
1064291	Richard Higgins (Earth-616)
1064293	Bob Higgins (Earth-616)
1064295	Jane Higgins (Earth-616)
1064297	Michelle Kole (Earth-616)
1064299	John Kole (Earth-616)
1064316	Ms. Khala (Muneeba's Sister) (Earth-616)
1064348	Dante Cruz (Earth-616)
1064352	Glory (Alpha Cadets) (Earth-616)
1064356	A'di (Earth-616)
1064396	Riri Williams (Earth-TRN562)
1064405	Amalric the Aquilonian (Earth-616)
1064410	Lissa (Earth-616)
1064421	Fujikawa (Earth-928)
1064432	Miguel O'Hara (Earth-9500)
1064438	Peter Parker (Earth-9500)
1064444	Bobb (Earth-9500)
1064454	Benjamin Parker (Earth-9500)
1064485	Annie (Inhuman) (Earth-616)
1064488	Mech (Earth-616)
1064491	Elizabeth Jamison (Earth-616)
1064509	Gwendolyne Stacy (Earth-9500)
1064526	Adrian Toomes (Earth-TRN517)
1064539	Nebasti (Earth-7082)
1064568	Mansura (Earth-616)
1064574	Battuta (Earth-616)
1064579	Briji (Earth-616)
1064585	Lulala (Earth-616)
1064595	Nekht Semerkeht (Earth-616)
1064600	Askia (Earth-616)
1064605	Ixtlaca (Earth-616)
1064610	Lataoc (Earth-616)
1064618	Karl Lykos (Earth-TRN568)
1064626	Yildiz (Earth-616)
1064638	Amytis (Earth-616)
1064646	Gimil-Ishbi (Earth-616)
1064686	Ben Reilly (Earth-9500)
1064700	Elizabeth Allan (Earth-9500)
1064706	Norman Harold Osborn (Earth-9500)
1064794	Juan Mercado (Earth-616)
1064799	Gustav Fiers (Earth-616)
1064840	Mr. Brownlee (Earth-616)
1064846	Raindrop Lilly (Earth-616)
1064863	Ramón Cordova (Earth-616)
1064885	Aurelia (Earth-616)
1064892	Chumballa Bey (Earth-616)
1064898	Melissandra (Earth-616)
1064903	Sulimar (Earth-616)
1064909	Eannatum (Earth-616)
1064961	Mascius (Earth-616)
1064962	Claudia (Earth-616)
1064974	Ardat-Lili (Earth-616)
1064979	Feyd-Ratha (Earth-616)
1064984	Fredor (Earth-616)
1064987	Ibi-Engur (Earth-616)
1064994	Lilitu (Earth-616)
1064999	Shiiba (Earth-616)
1065001	Zhou Cheng (Earth-199999)
1065006	Swartho (Earth-616)
1065049	Mr. Cargill (Earth-616)
1065051	Mrs. Cargill (Earth-616)
1065058	Angelique (Earth-616)
1065074	NA
1065075	NA
1065076	NA
1065077	NA
1065078	NA
1065079	NA
1065088	Taxes
1065089	Unrevealed
1065097	Pyreus Kril
1065098	Arthur Douglas
1065105	Morris K. Wasker
1065106	[[Juan Felipe]]
1065107	Paul M. Imonker
1065116	Wally Waste
1065170	Torhan (Earth-616)
1065175	Akuros (Earth-616)
1065181	Amir of Khawarizm (Earth-616)
1065187	Belibna (Earth-616)
1065194	Eithriall (Earth-616)
1065199	Khumri (Earth-616)
1065204	Narim-Bey (Earth-616)
1065209	Usshir (Earth-616)
1065215	Velurr (Earth-616)
1065324	Emanuel King (Earth-616)
1065419	Nenaunir (Earth-616)
1065426	Mbega (Earth-616)
1065430	Nari Moon (Earth-65)
1065433	Albert Moon, Sr. (Earth-65)
1065435	Albert Moon, Jr. (Earth-65)
1065449	Brad King (Earth-616)
1065508	Antibody (Earth-616)
1065529	General Cicatric (Earth-12892)
1065557	Ellen Drew (Earth-65)
1065566	Kerbogha (Earth-616)
1065571	Demeris (Earth-616)
1065577	Radia (Earth-616)
1065583	Achmar (Earth-616)
1065588	Bojj (Earth-616)
1065593	Jonar (Earth-616)
1065604	Kratis (Earth-616)
1065609	Norwal (Earth-616)
1065616	Zhenkri (Earth-616)
1065625	Kassa (Earth-616)
1065639	Nellie (Earth-616)
1065677	Phlegyas (Earth-616)
1065679	Coronis (Earth-616)
1065691	King Michael (Earth-8396)
1065698	Queen Erin (Earth-8396)
1065706	Strabonus (Earth-616)
1065714	Ghannif (Earth-616)
1065749	Sigismund of Luxembourg (Earth-616)
1065765	Sangor (Earth-616)
1065857	Khafir (Earth-616)
1065865	Ch'kri (Earth-616)
1065872	Ch'kra (Earth-616)
1065899	Albert Frederick Arthur George (Earth-616)
1065903	William Clayton (Earth-616)
1065912	Albert Edward (Earth-616)
1065927	Zaltin Tar (Earth-616)
1065932	Caden Tar (Earth-616)
1066039	King Rothgar (Earth-616)
1066045	Valthjona (Earth-616)
1066057	Anton Vanko (Earth-TRN562)
1066062	Sr. Fernandez (Earth-616)
1066083	Kwezi Dzana (Earth-616)
1066116	Norman Osborn (Green Goblin) (Earth-TRN517)
1066122	Emile Chigaru (Earth-616)
1066211	Demon Dinosaur (Earth-616)
1066251	Hurlabra (Earth-616)
1066265	Richard III of England (Earth-70237)
1066272	Elizabeth Bowes-Lyon (Earth-616)
1066342	X-Cutioner (Alex's father) (Earth-616)
1066345	Zully Garcia (Earth-616)
1066394	Shelley Goodwin (Earth-616)
1066396	Frank Larrikin (Earth-616)
1066410	Ludwig Otto Friedrich Wilhelm (Earth-616)
1066454	Gara (Gargoyle) (Earth-616)
1066460	Louis XVI (Earth-616)
1066471	Taina Miranda (Earth-616)
1066472	Alexis Miranda (Earth-616)
1066473	Priscilla LaShayla Smith (Earth-616)
1066474	Priya Aggarwal (Earth-616)
1066475	Ying (Red Room) (Earth-616)
1066508	Tiberius Exeter (Earth-616)
1066531	Nathan Summers (Earth-TRN517)
1066540	Shit King (Alex) (Earth-616)
1066549	Amal (Earth-616)
1066557	Nebula (Earth-TRN517)
1066564	Ferdrugo (Earth-616)
1066583	Chabela (Earth-616)
1066591	Olivero (Earth-616)
1066643	Gwendolyn Poole (Earth-TRN517)
1066701	Elric VIII (Earth-616)
1066708	Yyrkoon (Earth-616)
1066713	Cymoril (Earth-616)
1066720	Naclon (Earth-616)
1066735	Bhunda Chand (Earth-616)
1066742	Yasmina (Earth-616)
1066784	Oberoth'm'gozz (Earth-616)
1066790	Wilson Fisk (Earth-32323)
1066797	Bel-Hissar (Earth-616)
1066802	Naka (Earth-616)
1066813	Henry Tudor (Earth-616)
1066824	Mary LeBow (Earth-616)
1066856	Yao (Wakandan) (Earth-616)
1066860	Karim-Salah (Earth-616)
1066864	Amara Azikiwe (Earth-616)
1067025	King John (Earth-616)
1067031	Khalid bin Abdul Aziz (Earth-616)
1067039	Jarand (Earth-616)
1067044	Zarathon (Earth-616)
1067057	Mbotu (Earth-616)
1067064	Salman (Earth-93060)
1067070	Louie Bonetti (Earth-616)
1067098	Korozon (Earth-616)
1067112	Agent King (Earth-616)
1067122	King Jack (Earth-616)
1067182	Johann Shmidt (Clone) (Earth-TRN588)
1067213	Timhoep (Earth-616)
1067219	Lilias (Earth-616)
1067230	Maria Antonia Josepha Johanna von Habsburg-Lothringen (Earth-616)
1067236	Philip of Symkaria (Earth-616)
1067246	Aculdi (Earth-616)
1067253	Akaman (Earth-616)
1067260	Telmah (Earth-616)
1067271	King Kane (Earth-616)
1067280	Karl King (Earth-616)
1067283	Sakura (Earth-616)
1067290	King Cossard (Earth-616)
1067297	Lahcing (Earth-616)
1067300	King Chaac (Earth-616)
1067310	Monja (Earth-616)
1067317	Arvenger (Earth-616)
1067324	King McManus (Earth-616)
1067328	Ceres Goldstein (Earth-616)
1067337	John Reynolds (Earth-616)
1067387	Sen Suwanda (Earth-616)
1067396	Belzamo (Earth-616)
1067404	Vanni (Earth-616)
1067413	Ctesphon II (Earth-616)
1067419	Bafomai (Earth-616)
1067425	Khossus V (Earth-616)
1067430	Mahalat (Earth-616)
1067434	Xaltotun (Earth-616)
1067442	Xaltan (Earth-616)
1067447	Beltan (Earth-616)
1067452	Hapu-Saa (Earth-616)
1067473	Samain (Earth-616)
1067481	Jehan (Earth-616)
1067600	Miguel O'Hara (Earth-TRN012)
1067601	Carl Creel (Earth-TRN012)
1067602	Mary MacPherran (Earth-TRN012)
1067622	Ayida Wede (Earth-616)
1067625	Age (Vodu) (Earth-616)
1067632	Ilya Dubromovitch Skorzorki (Earth-616)
1067634	Loki Buday (Earth-616)
1067660	Galactus (Earth-15513)
1067668	James Buchanan Barnes (Earth-311)
1067670	Anna Maria (Earth-311)
1067672	Odin (Earth-311)
1067679	Fandral (Earth-311)
1067680	Volstagg (Earth-311)
1067681	Hogun (Earth-311)
1067734	Pragma (Earth-616)
1067740	Atreah (Earth-616)
1067750	Prem (Earth-616)
1067768	Pizza Dog (Earth-61610)
1067785	Leer (Earth-616)
1067810	Takeo (Earth-3071)
1067825	Modrian (Earth-616)
1067832	Warka (Earth-616)
1067847	Jake King (Earth-616)
1067855	King Brian (Earth-616)
1067863	Tomar (Earth-616)
1067871	Balok (Earth-616)
1067881	Mambo King (Earth-616)
1067888	Yildiz IV (Earth-616)
1067896	Yasmin (Earth-616)
1067913	Shaid (Earth-616)
1067932	King Linus (Earth-616)
1067947	King Kim (Earth-616)
1067954	Queen Sari (Earth-616)
1067962	Rujak (Earth-616)
1067965	Marty King (Earth-616)
1067971	Jess King (Earth-616)
1067977	Helen King (Earth-616)
1067994	Gronch (Earth-616)
1068030	Killer King Cole (Earth-616)
1068043	Roman (Hammerhead's henchman) (Earth-616)
1068171	Virginia Potts (Earth-51518)
1068183	Henry McCoy (Earth-31406)
1068186	Jonathan Storm (Earth-20653)
1068187	Johnathon Blaze (Earth-13139)
1068188	Marc Spector (Earth-39131)
1068189	Ororo Munroe (Earth-13391)
1068282	Stefan Klossner (Earth-616)
1068301	Anthony Stark (Earth-TRN634)
1068313	Barry Huff (Earth-TRN588)
1068322	Ana Huff (Earth-TRN588)
1068333	Anthony Stark (Earth-TRN588)
1068599	Harry Swann (Earth-616)
1068606	Mitchell Ellison (Earth-616)
1068633	Darren Cross (Earth-TRN562)
1068652	Ethel Swann (Earth-616)
1068661	Harry Lipper (Earth-TRN133)
1068673	Harry Grant (Earth-5932)
1068679	Anne Grant (Earth-5932)
1068692	Bette Chekov (Earth-616)
1068693	Buck Todd (Earth-616)
1068701	Harry Biro (Earth-616)
1068710	Harry Soong (Earth-616)
1068718	Harry Gotham (Earth-616)
1068725	Harry Smith (Earth-616)
1068731	Harry Cranford (Earth-616)
1068778	Virtual ORganism/Turing EXperiment (Earth-TRN588)
1068820	Ms. Warren (Earth-199999)
1068855	Harry Sharp (Earth-616)
1068862	Margaret Sharp (Earth-616)
1068868	Harry Otis (Earth-616)
1068883	Harry Evans (Earth-616)
1068890	Harry Donovan (Earth-616)
1068897	Harry Wentworth (Earth-616)
1068909	Harry Gavino (Earth-616)
1068915	Happy Harry (Earth-616)
1068921	Shakti (Eternity) (Earth-616)
1068937	Peter Parker (Earth-TRN633)
1068997	Anthony Stark (Earth-TRN633)
1069003	Harold Osborn (Earth-TRN633)
1069009	Spencer Smythe (Earth-TRN633)
1069012	Alistaire Smythe (Earth-TRN633)
1069018	Elizabeth Allan (Earth-TRN633)
1069026	Norman Osborn (Earth-TRN633)
1069027	May Parker (Earth-TRN633)
1069037	Bonesaw McGee (Earth-TRN633)
1069042	Burglar (Earth-TRN633)
1069048	Stan Lee (Earth-TRN633)
1069051	Otto Octavius (Earth-TRN517)
1069055	Benjamin Parker (Earth-TRN633)
1069141	Devil Dinosaur (Earth-15513)
1069175	Lou Keller (Earth-616)
1069176	Tony Cappo (Earth-616)
1069177	Harvey Owen (Earth-616)
1069272	Geraldo Lucky (Earth-616)
1069277	Mae Jemison (Earth-616)
1069317	Reinhold Kurtzmann (Earth-616)
1069319	Infinity (Multiverse)
1069356	Mac Scodell (Earth-616)
1069381	George Tanaka (Earth-616)
1069385	Rita Tanaka (Earth-616)
1069388	Katsu'ta'ro (Earth-616)
1069390	Shizu'ko (Earth-616)
1069415	Rat King (Earth-616)
1069443	Eric Brooks (Earth-TRN588)
1069474	Ko'ichi (Earth-616)
1069476	Toshi (Earth-616)
1069478	Boutros Boutros-Ghali (Earth-616)
1069509	Charles Geoffrey (Earth-616)
1069652	Trevor Atkins (Earth-616)
1069673	Milton (Mojoverse)
1069674	Satyrstar (Mojoverse)
1069677	Shecky (Mojoverse)
1069691	Max Modell (Earth-TRN633)
1069700	Adrian Toomes (Earth-TRN633)
1069749	Alexandra Reid (Earth-199999)
1069751	Otto Octavius (Earth-TRN633)
1069779	Claire Temple (Earth-TRN562)
1069965	Muatu (Earth-616)
1069993	Donald Stuvig (Earth-616)
1070016	Rita Wayword (Earth-93600)
1070022	Mad Thinker (Julius) (Earth-1064)
1070027	Madame Gao (Earth-TRN562)
1070033	Lorenzo Brackett (Earth-616)
1070059	Lorraine (Earth-616)
1070083	LYrate Lifeform Approximation (Earth-TRN588)
1070102	John Eisenhart (Earth-TRN588)
1070142	Thomas Russell (Earth-616)
1070198	Miles Morales (Earth-TRN633)
1070201	Anya Corazon (Earth-TRN633)
1070208	Randolph Robertson (Earth-TRN633)
1070212	MacDonald Gargan (Earth-TRN633)
1070271	Curtis Connors (Earth-90764)
1070300	H-Alpha (Clayton) (Earth-616)
1070307	Smoketongue (Earth-616)
1070316	Kachil (Earth-616)
1070328	Sindr (Earth-616)
1070349	Bruce Banner (Earth-669116)
1070350	Pietro Maximoff (Earth-669116)
1070351	Wanda Maximoff (Earth-669116)
1070352	Clinton Barton (Earth-669116)
1070353	Janet van Dyne (Earth-669116)
1070354	Henry Pym (Earth-669116)
1070355	Thor Odinson (Earth-669116)
1070356	Henry McCoy (Earth-669116)
1070495	Gabriel Summers (Earth-669116)
1070497	Blackagar Boltagon (Earth-669116)
1070513	Charlie-27 (Earth-91118)
1070519	Simon Williams (Earth-91118)
1070525	Nicholette Gold (Earth-91118)
1070528	Jonathan Raven (Earth-91118)
1070535	Stakar Ogord (Earth-91118)
1070594	Michael Hanlon (Earth-616)
1070786	Aaron Jay (Earth-616)
1070787	Wendy Jay (Earth-616)
1070788	Boss Mosconi (Earth-616)
1070789	Robert Sanchez (Earth-616)
1070790	James Novinski (Earth-616)
1070807	Arthur Maddicks
1070808	David Haller
1070809	Ahmal Farouk
1070814	NA
1070900	Abyss (Entity) (Earth-616)
1070957	Mr. Gunzer (Earth-616)
1070986	Maximus Boltagon (Earth-2992)
1071074	Harley Davis (Earth-92131)
1071079	Julius Mullarkey (Earth-92131)
1071089	Shevaun Haldane (Earth-92131)
1071151	Valeria Richards (Earth-13729)
1071170	Bonfrisco (Earth-616)
1071176	Lucretia Fusilli (Earth-616)
1071178	Livio Fusilli (Earth-616)
1071280	Martha Franklin (Earth-TRN461)
1071297	Anitun (Diwata) (Earth-616)
1071299	Anastasia Sablinova (Earth-TRN461)
1071310	Hyinar (Earth-616)
1071316	Bernice Jameson (Earth-TRN461)
1071325	Jerry Franklin (Earth-TRN461)
1071463	Thea Shilhausen (Earth-616)
1071464	Anatoly Rasputin (Earth-616)
1071466	Viktor Komolov (Earth-616)
1071488	Margaretha Geertruida Zelle (Earth-616)
1071506	Van Raat (Earth-616)
1071512	Hermann Kroft (Earth-616)
1071521	Captain Craig (Earth-616)
1071527	General King (Earth-616)
1071560	Gwendolyne Stacy (Earth-TRN633)
1071565	Simmons (Sailor) (Earth-616)
1071692	X-51 (Earth-8041)
1071707	Ben Bart (Earth-616)
1071708	Hawk Brown (Earth-616)
1071738	Wolfgang von Strucker (Impersonator) (Earth-616)
1071765	Harry Appling (Earth-400005)
1071776	Cyclops (Mutate) (Earth-616)
1071796	Harry Zachmann (Earth-616)
1071802	Harry Ritter (Earth-616)
1071810	Todd Ritter (Earth-616)
1071812	Kenji Ozawa (Earth-199999)
1071818	Harry Shepard (Earth-616)
1071824	Louise Shepard (Earth-616)
1071831	Harry Daze (Earth-616)
1071834	Chung Liuchow (Earth-616)
1071841	Harry Carver (Earth-616)
1071847	Sheila Reynolds (Earth-616)
1071850	Natalie Royalton (Earth-616)
1071917	Anne (Damage Control) (Earth-616)
1071947	Patricia Walker (Earth-89923)
1071948	Patricia Walker (Earth-98091)
1071960	Adrian Toomes (Earth-58942)
1071964	Quentin Beck (Earth-58942)
1071973	Dmitri Smerdyakov (Earth-58942)
1071982	Herman Schultz (Earth-58942)
1071986	Sergei Kravinoff (Earth-58942)
1071992	Maxwell Dillon (Earth-58942)
1072014	Nancy Carter (Earth-616)
1072018	Clem Carter (Earth-616)
1072019	Ben Dancer (Earth-616)
1072040	Frank Castle (Earth-TRN619)
1072085	Herman Schultz (Earth-TRN633)
1072095	Doris Nelson (Earth-616)
1072096	Joe Marlowe (Earth-616)
1072101	Clayton Cole (Earth-TRN633)
1072104	Raymond Warren (Earth-TRN633)
1072106	John Jameson (Earth-TRN633)
1072107	Eugene Thompson (Earth-TRN633)
1072117	Harry Simon (Earth-400005)
1072145	Harry O'Connor (Earth-616)
1072285	Harry Wessel (Earth-616)
1072302	Harry Camus (Earth-616)
1072309	Harry Niceza (Earth-616)
1072317	Harry Dobbs (Earth-616)
1072323	Marge Dobbs (Earth-616)
1072377	Harriet Hawkins (Earth-616)
1072386	Harold Callahan (Earth-616)
1072392	Weed Wichards (Earth-665)
1072395	Bim Grimm (Earth-665)
1072397	Sonny Storm (Earth-665)
1072402	Shrew Storm (Earth-665)
1072403	Yelena Belova (Earth-12041)
1072411	Mary Walker (Earth-12041)
1072433	Pietro Maximoff (Earth-1611)
1072437	Pietro Maximoff (Earth-9411)
1072440	Janet van Dyne (Earth-9411)
1072492	Harry Rossmoor (Earth-616)
1072494	Guntharr (Earth-616)
1072501	Harry Graco (Earth-616)
1072511	Harry Nelson (Earth-616)
1072575	Harry Markham (Earth-616)
1072585	Elizabeth Griscom (Earth-616)
1072596	John Lawrence Sullivan (Earth-616)
1072630	John Brown (Earth-616)
1072631	Melvin Grubber (Earth-616)
1072633	J.B. Shmeltzer (Earth-616)
1072648	Hela (Earth-13729)
1072692	Stephen Strange (Earth-13729)
1072697	Anthony Druid (Earth-13729)
1072702	Nico Minoru (Earth-13729)
1072706	Wanda Maximoff (Earth-13729)
1072723	Harold Baxtor (Earth-616)
1072733	Harry Bellinger (Earth-616)
1072741	Harry Dunn (Earth-616)
1072885	Mammon (Earth-616)
1072938	Huitzilopochtli (Teotl) (Earth-616)
1072950	Harry Fiske (Earth-616)
1072970	Harold Fitz-Greville (Earth-616)
1072985	Llama Harry (Earth-616)
1073197	NA
1073319	Peter Parker (Earth-TRN588)
1073400	Lance (Nature Defense League) (Earth-616)
1073427	Mr. Hart (Earth-1219)
1073432	Richard Willis (Earth-616)
1073438	Mary Willis (Earth-616)
1073451	Richard Horrigan (Earth-616)
1073457	Richard Manning (Earth-7484)
1073463	Janice Travers (Earth-7484)
1073469	Richard Brent (Earth-616)
1073474	Frank Brown (Earth-616)
1073476	Julio Richter (Earth-1991)
1073494	Bret McAllister (Earth-616)
1073555	Abena (Earth-616)
1073606	Dallas Gold (Earth-616)
1073607	Penny Gold (Earth-616)
1073618	Seti I (Earth-616)
1073620	Wilson Fisk (Earth-TRN517)
1073626	Felicia Hardy (Earth-TRN633)
1073630	Aleksei Sytsevich (Earth-TRN633)
1073644	Titus Flavius Caesar Domitianus Augustus (Earth-616)
1073663	Gordon (Earth-TRN012)
1073669	Donald Gill (Earth-TRN012)
1073676	Richard Walter Jenkins (Earth-616)
1073686	Elizabeth Taylor (Earth-616)
1073693	Richard Dorfmann (Earth-616)
1073702	Kurt Wagner (Earth-99062)
1073708	David Walker (Earth-616)
1073730	Bruce Banner (Earth-91122)
1073734	Aleksei Sytsevich (Earth-91122)
1073739	Bi-Beast (Earth-91122)
1073748	Samuel Sterns (Earth-91122)
1073751	Cain Marko (Earth-91122)
1073754	Ralph Roberts (Earth-91122)
1073760	Zzzax (Earth-91122)
1073831	Johnathon Blaze (Earth-TRN517)
1073843	Venom (Earth-TRN633)
1073850	Flensse (Earth-616)
1073872	Richard Savvy (Earth-616)
1073878	Anita Savvy (Earth-616)
1073884	Richard Burkiss (Earth-616)
1074062	Richard Cummings (Earth-616)
1074068	Lisa Cummings (Earth-616)
1074080	Richard Grant (Earth-616)
1074111	Richard Leigh (Earth-616)
1074117	Barry Hapgood (Earth-616)
1074129	Richard Damien (Earth-760207)
1074138	Richard Fletcher (Earth-616)
1074145	Richard Hendricks (Earth-93060)
1074150	Richard Harmon, Sr. (Earth-616)
1074156	Richard Harmon, Jr. (Earth-616)
1074161	Portia Harmon (Earth-616)
1074165	James Harmon (Earth-616)
1074169	Lena Harmon (Earth-616)
1074216	Stanley Stackmeyer (Earth-616)
1074217	Milton Farr (Earth-616)
1074218	Louie Minelli (Earth-616)
1074219	Mr. Gilbert (Earth-616)
1074243	Richard Erlich (Earth-697064)
1074258	Alice Tucker (Earth-616)
1074259	Nyra Siler (Earth-616)
1074260	Peter Doman (Earth-616)
1074261	Richard Thacher (Earth-616)
1074262	Robert Hinds (Earth-616)
1074263	William Oakes (Earth-616)
1074287	Richard Duxon (Earth-791021)
1074299	Richard Thomas (Earth-616)
1074306	Richard Thompson (Earth-616)
1074316	Richard Mason (Earth-616)
1074322	Dianna Mason (Earth-616)
1074329	Richard Anderson (Earth-616)
1074338	Richard Malone (Earth-616)
1074346	Richard Milhous Manson (Earth-TRN244)
1074358	Luke Tower (Earth-616)
1074376	Maya Rider (Earth-616)
1074377	Tyler Crane (Earth-616)
1074386	Richard Gaunt (Earth-200111)
1074399	Stuart Stirling (Earth-200111)
1074405	Alexandra Macready (Earth-200111)
1074413	Richard Blaine (Earth-616)
1074420	Richard Frampton (Earth-199999)
1074427	Richard Dannemiller (Earth-616)
1074433	Jun Shan (Earth-616)
1074438	Chuntao (Earth-616)
1074494	Lynn Nelson (Earth-616)
1074518	Richard Bogart (Earth-616)
1074524	Tricia Bogart (Earth-616)
1074530	Brother Richard (Earth-616)
1074538	Richard Winslow (Earth-616)
1074564	Jessup Pyne (Earth-616)
1074571	Jack Jessup (Earth-616)
1074578	Cole Jessup (Earth-616)
1074586	Xirena Awhina (Earth-616)
1074595	Hank Jessup (Earth-616)
1074612	Lance Jessup (Earth-616)
1074618	Sarah Jessup (Earth-616)
1074645	Mose Jessup (Earth-616)
1074652	Sam Jessup (Earth-616)
1074685	Lowell Fontaine (Earth-616)
1074692	Mark Lowell (Earth-616)
1074709	Frank Lowell (Earth-616)
1074710	Miguel Sanchez (Earth-616)
1074711	Ronda Kramer (Earth-616)
1074724	Nate Lowell (Earth-616)
1074725	General Ramone (Earth-616)
1074726	Karl Mendoza (Earth-616)
1074735	Jake Dorman (Earth-616)
1074800	Stephen Strange (Earth-TRN591)
1074901	Joan Carlin (Earth-616)
1074903	Joan Embery (Earth-616)
1074911	Joan Conway (Earth-616)
1074918	Joan Weis (Earth-616)
1074924	Joan Lee (Earth-616)
1074931	Joan Prentiss (Earth-616)
1074939	Jay Prentiss (Earth-616)
1074946	Diane Prentiss (Earth-616)
1074956	Skip Prentiss (Earth-616)
1074961	Lockjaw (Earth-TRN562)
1074967	Jeanne d'Arc (Earth-616)
1074989	Medusalith Amaquelin (Earth-TRN562)
1074998	Laura Coolridge (Earth-616)
1075000	Mr. Myers (Earth-616)
1075001	Melissa Coolridge (Earth-616)
1075002	Hugh Benjamin Muller (Earth-616)
1075041	Joshua Coolridge (Earth-616)
1075159	Victor von Doom (Earth-TRN591)
1075167	Francis Barton (Earth-TRN591)
1075174	Henry Pym, Jr. (Earth-TRN591)
1075180	James Rogers (Earth-TRN591)
1075184	Torunn Thorsdóttir (Earth-TRN591)
1075194	Azari T'Challa (Earth-TRN591)
1075196	Susan Storm (Counter-Earth) (Earth-TRN583)
1075204	Franklin Richards (Earth-TRN591)
1075229	Joan Sheppard (Earth-616)
1075240	Joan Anderson (Earth-616)
1075250	Bill Anderson (Earth-616)
1075267	A.J. Patton (Earth-616)
1075300	Joshua Mendossi (Earth-616)
1075307	Joshua Kane (Earth-616)
1075338	Morgan le Fay (Earth-TRN591)
1075347	Mary Jane Watson (Earth-12122)
1075349	Paul Scheuring (Earth-616)
1075350	Riri Williams (Earth-TRN591)
1075351	Michael Morbius (Earth-12122)
1075369	Mrs. Lowell (Earth-616)
1075472	T'Challa (Earth-TRN591)
1075478	T'Chaka (Earth-TRN591)
1075480	Howard Stark (Earth-TRN591)
1075483	Thanos (Earth-TRN591)
1075485	Thor Odinson (Earth-TRN591)
1075490	Reed Richards (Earth-TRN591)
1075495	Susan Storm (Earth-TRN591)
1075503	Arthur Pendragon (Earth-TRN591)
1075520	Galan (Earth-TRN591)
1075531	Richard Brown (Earth-616)
1075532	Gladys Brown (Earth-616)
1075543	Mr. Del (Earth-616)
1075555	Mr. Weathers (Earth-616)
1075556	Mr. Murch (Earth-616)
1075573	Joshua Lambert (Earth-400005)
1075575	Zack Lambert (Earth-400005)
1075588	Joshua Eshcol (Earth-616)
1075604	Jake Constantine (Earth-616)
1075605	Amelia Hopkins (Earth-616)
1075624	Joshua Costain (Earth-616)
1075629	Joshua Trent (Earth-616)
1075643	Harry Wilkins (Earth-616)
1075650	Frank Cirrado (Earth-616)
1075662	Mr. Pettit (Earth-616)
1075707	Akra (Earth-616)
1075708	Kora (Earth-616)
1075728	Ralph Roberts (Earth-20051)
1075735	Herman Schultz (Earth-77013)
1075741	Hadley Harper (Earth-77013)
1075743	Quentin Beck (Earth-77013)
1075751	Quentin Beck (Earth-602636)
1075761	Karl Mordo (Earth-90764)
1075787	Anton Gregarian (Earth-616)
1075788	Tong (Khan) (Earth-616)
1075791	Colonel Stevens (Earth-616)
1075795	Lou Haines (Earth-616)
1075807	Fred Greenfield (Earth-616)
1075808	Archie Goldsmith (Earth-616)
1075809	Hiram Goldsmith (Earth-616)
1075811	Gloria Witherspoon (Earth-616)
1075828	Joshua Lanning (Earth-616)
1075834	Josh Lanning (Earth-616)
1075840	Annie Lanning (Earth-616)
1075846	Joshua Ford (Earth-616)
1075852	Gaylord Ford (Earth-616)
1075858	Doris Ford (Earth-616)
1075870	Joshua Tark (Earth-93060)
1075879	Pilar Tark (Earth-93060)
1075887	Jamie Tark (Earth-93060)
1075893	Joshua Coop (Earth-616)
1075914	Bear Benson (Earth-616)
1075933	Gadgeteer (Joshua) (Earth-8107)
1075947	David Joshua Bloom (Earth-616)
1075958	Chief Anders (Earth-616)
1075964	Jason Anders (Counter-Earth) (Earth-616)
1075967	Frank Anders (Earth-616)
